K562	TEAD2	178	192	0.481081081081	1
NCIH929	IRF4	2144	2299	0.48255683097	1
OCILY3	IRF4	1423	1468	0.492217225873	1
OCILY3_shctr	IRF4	1210	1231	0.495698484228	1
GM12878	IRF4	4931	5633	0.466773949262	1.798682090412863e-08
OCILY3_shspib	IRF4	88	92	0.488888888889	1
MM1S	IRF4	7775	9489	0.450359128823	1.3149038809800672e-35
OCILY10	IRF4	2394	2561	0.483148335015	1
MCF7	KLF9	2624	3796	0.408722741433	2.5021313454050275e-45
GBM1A	KLF9	10577	13811	0.433696900115	3.538229458867308e-92
GBM1B	KLF9	158	251	0.38630806846	0.009930949330959544
HEPG2	MYBL2	1607	1319	0.549213943951	0.00022097667990778755
L1236	NFKB1	9463	10440	0.475455961413	9.127125003283592e-09
K562	PKNOX1	7404	7708	0.489941768131	1
K562	NR3C1	1649	1629	0.503050640635	1
A549	NR3C1	788	754	0.51102464332	1
IMR90_glucc	NR3C1	5407	5661	0.488525478858	1
U2OS_shns	NR3C1	3360	3451	0.49331963001	1
A549	NR3C1	7257	8027	0.474810259094	9.915572858090218e-07
GM12878	NR3C1	308	292	0.513333333333	1
HELAB2_p65kd_dmso	NR3C1	133	141	0.485401459854	1
A549	NR3C1	8873	9677	0.47832884097	7.468498368531243e-06
HMSC_dmi	NR3C1	935	1047	0.471745711403	1
ZR751_dex	NR3C1	1668	1807	0.48	1
U2OS_shhic5	NR3C1	10597	11154	0.487195990989	0.32859973735692455
K562_glucc	NR3C1	789	797	0.497477931904	1
A549	NR3C1	521	559	0.482407407407	1
T47D_dex	NR3C1	62	50	0.553571428571	1
ISHIKAWA	NR3C1	2726	2986	0.477240896359	1
HELAB2_ta_tnfa	NR3C1	997	1037	0.490167158309	1
U2OS_glucc	NR3C1	9788	10335	0.486408587189	0.23866185967487183
RSA411_dex	NR3C1	236	203	0.537585421412	1
MCF7_dex	NR3C1	1025	1208	0.459023734886	0.23454369838162586
LNCAP_1f5_sifoxa1	NR3C1	3478	3662	0.487114845938	1
HELAB2_grkd_ta_tnfa	NR3C1	85	112	0.431472081218	1
A549	NR3C1	3819	4104	0.482014388489	1
IMR90	NR3C1	5562	5742	0.492038216561	1
NALM6_casp1	NR3C1	470	523	0.473313192346	1
A549	NR3C1	7	12	0.368421052632	1
NALM6	NR3C1	1891	2058	0.478855406432	1
HELAB2_ta	NR3C1	1097	1184	0.480929416922	1
LNCAP_1f5	NR3C1	1880	2081	0.474627619288	1
HELAB2_p65kd_ta_tnfa	NR3C1	2082	2392	0.465355386679	0.007675862842758198
HELAB2_grkd_dmso	NR3C1	13	18	0.41935483871	1
ISHIKAWA	NR3C1	85	93	0.477528089888	1
HEPG2	NR3C1	11	26	0.297297297297	1
ZR751	NR3C1	507	631	0.445518453427	0.5293008008180903
A549	NR3C1	314	316	0.498412698413	1
HEPG2	ETV4	4340	4716	0.479240282686	0.16333026379589702
GP5D	RFX2	92	110	0.455445544554	1
GIC	RBPJ	301	295	0.505033557047	1
CUTLL1	RBPJ	868	931	0.482490272374	1
MUTUL	RBPJ	490	518	0.486111111111	1
NHEK	RBPJ	3592	3425	0.511899672225	1
LCL	RBPJ	1152	1328	0.464516129032	0.8842414172730402
RETINAL_pigment	OTX2	2029	2211	0.478537735849	1
CD8_h9retr	STAT5B	230	201	0.533642691415	1
CD8_h9ret	STAT5B	1187	1177	0.502115059222	1
CD8_il2	STAT5B	4726	4418	0.516841644794	1
CD8_h9	STAT5B	4375	4237	0.508012076173	1
K562	IRF9	882	812	0.520661157025	1
MCF7_e2_tnf	ESR1	3834	4102	0.483114919355	1
T47D	ESR1	455	497	0.477941176471	1
MCF7_e2_jq1	ESR1	639	593	0.518668831169	1
MCF7_e2	ESR1	2770	2713	0.50519788437	1
MCF7_ly2	ESR1	9902	10359	0.488722175608	1
MCF7_glyc	ESR1	4152	4327	0.489680386838	1
NCIH3396_e2	ESR1	493	528	0.482859941234	1
MCF7	ESR1	4197	4087	0.506639304684	1
MCF7_r5020	ESR1	7637	7951	0.489928149859	1
MCF7	ESR1	2590	2634	0.495788667688	1
MCF7_tam	ESR1	1486	1410	0.513121546961	1
MCF7	ESR1	5880	6057	0.492586076904	1
MCF7_shcrt_e2	ESR1	6756	6888	0.495162708883	1
T47D	ESR1	340	358	0.487106017192	1
MCF7_e2	ESR1	4565	4222	0.519517468988	0.5305126299495776
MCF7_sictr_e2	ESR1	8136	8539	0.487916041979	1
MDAMB134VI_estrogen	ESR1	910	893	0.504714364947	1
MCF7_sigata_e2	ESR1	8216	8748	0.484319735911	0.09179436773057954
ZR751_sictr_e2	ESR1	121	129	0.484	1
MCF7_shfoxa1_e2_tnf	ESR1	2186	2118	0.507899628253	1
MCF7	ESR1	126	111	0.53164556962	1
ZR751	ESR1	3791	3978	0.487964989059	1
MCF7_shfoxa1_e2	ESR1	2465	2355	0.511410788382	1
T47D_e2	ESR1	188	202	0.482051282051	1
ISHIKAWA	ESR1	3721	3869	0.490250329381	1
MCF7_tnf	ESR1	85	100	0.459459459459	1
MCF7_e2_2m	ESR1	154	142	0.52027027027	1
MCF7_tled	ESR1	247	250	0.496981891348	1
MCF7	ESR1	8	17	0.32	1
T47D	ESR1	3535	3683	0.489747852591	1
MCF7_e2	ESR1	2967	3039	0.494005994006	1
VCAP_e2	ESR1	223	314	0.415270018622	0.19993564253820212
BREAST_cancer_goodoutcome	ESR1	533	495	0.518482490272	1
MCF7_shctr_e2_tnf	ESR1	5718	5958	0.489722507708	1
MCF7_tamr	ESR1	505	476	0.514780835882	1
MCF7_e2_40m	ESR1	912	849	0.517887563884	1
BREAST_cancer_badoutcome	ESR1	2675	2677	0.499813153961	1
HCC1428_tled	ESR1	10	7	0.588235294118	1
MCF7_e2	ESR1	3196	3297	0.492222393347	1
T47D	ESR1	1030	986	0.510912698413	1
MCF7_shctr_e2	ESR1	2620	2775	0.485634847081	1
T47D_prog	ESR1	3753	4266	0.468013468013	2.1525505314712106e-05
MCF7	ESR1	397	330	0.546079779917	1
MCF7_e2_5m	ESR1	271	249	0.521153846154	1
ISHIKAWA	ESR1	2629	2574	0.505285412262	1
T47D	ESR1	1788	1793	0.499301870986	1
MCF7_e2	ESR1	4494	4497	0.4998331665	1
MCF7	ESR1	863	881	0.494839449541	1
MCF7_tamr_tam	ESR1	469	481	0.493684210526	1
VCAP_e2_era	ESR1	2497	2629	0.487124463519	1
NCIH3396_etoh	ESR1	105	111	0.486111111111	1
MCF7_e2_tam	ESR1	2151	2292	0.484132343011	1
BREAST_glyc	ESR1	12	10	0.545454545455	1
MCF7_e2_10m	ESR1	940	859	0.522512506948	1
ZR751_sigata_e2	ESR1	210	202	0.509708737864	1
MCF7	ESR1	7929	8274	0.489353823366	1
MCF7	ESR1	6332	6770	0.483284994657	0.27082206694767685
MCF7_ly2_etoh	ESR1	4718	5031	0.483947071495	1
T47D	ESR1	3236	3300	0.495104039168	1
MCF7_letr	ESR1	55	60	0.478260869565	1
T47D_r5020	ESR1	2983	3274	0.47674604443	0.494652722779783
MCF7_shfoxa1_e2	ESR1	290	277	0.511463844797	1
T47D_e2_tam	ESR1	152	187	0.448377581121	1
MDAMB134VI_etoh	ESR1	73	73	0.5	1
ISHIKAWA	ESR1	382	450	0.459134615385	1
T47D_e2	ESR1	1158	1113	0.509907529723	1
MCF7	ESR1	124	124	0.5	1
ISHIKAWA	ESR1	1536	1581	0.492781520693	1
MCF7	ESR1	10341	9925	0.51026349551	1
MCF7_mrnahist	ESR1	144	147	0.494845360825	1
MCF7_shctr	ESR1	578	545	0.514692787177	1
MCF7	ESR1	189	204	0.480916030534	1
T47D_e2pg	ESR1	92	148	0.383333333333	0.7333185614669312
MCF7_shgata3_e2	ESR1	654	646	0.503076923077	1
ZR751	ESR1	1718	1785	0.490436768484	1
ZR751_e2_tam	ESR1	1264	1237	0.505397840864	1
MCF7_e2_120m	ESR1	395	376	0.512321660182	1
MCF7_prog	ESR1	7311	7572	0.491231606531	1
MCF7_e2	ESR1	5814	6022	0.491213247719	1
ZR751_e2	ESR1	3500	3583	0.494140900748	1
MCF7_e2	ESR1	2235	2147	0.510041077134	1
MCF7_e2	ESR1	5348	5283	0.503057097169	1
